run_name	split	task	metric_name	metric_value	sample_count	frame_count	source_summary_json	artifact_path	artifact_sha256	access_scope	scope_note
ups_light_shared_context_transport_guarded	val	advection1d	decoded_rollout_nrmse	0.6816012256249533	1	16	docs/claim_evidence/artifacts/rollout_preview_ups_light_shared_context_transport_guarded_advection1d_val_summary.json	docs/claim_evidence/artifacts/rollout_preview_ups_light_shared_context_transport_guarded_advection1d_val.npz	9070ad6b6ee8c5c2042e89013592d19b203bcb2c8754bf7a78d4ff370cf2fc92	validation-only; no held-out test access	validation-only; no held-out test access; qualitative preview only.
